Attack: Adobe Shockwave rcsL Memory Corruption CVE-2010-3653	This signature detects attempts to cause memory corruption in Adobe Shockwave Player by opening a specially crafted .DIR File.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Attack: Adobe Embedded SWF CVE-2011-0611	This signature will detect attempts to exploit a remote code execution vulnerability in Adobe Flash Player.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Fake Tech Support Website 187	This signature detects a fake antivirus scan page that displays false virus scan results.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Malicious OGNL Expression Upload	This signature detects malicious OGNL expressions that can result in remote code execution.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Social Engineering Website 2	This signature detects attempts to exploit the user's machine using the Social Engineering Toolkit	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
WuFTPd Heap BO	This signature detects a WuFTPd heap overflow exploit.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
WuFTPd Site Exec BO	This signature detects exploits against an exploit present in versions of Washington University FTP Server. This exploit has the effect of allowing authenticated users to execute programs on the server machine with root privileges.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Sun Java Webstart BasicServiceImpl CVE-2010-3563	This signature will detect attempts to exploit a remote command execution vulnerability in Sun Java.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Witty Worm Propagation	This signature detects the propogation of W32.Witty.Worm	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: SEPM Directory Traversal	This signature detects attempts to exploit multiple security bypass vulnerability in Symantec Endpoint Protection and Symantec Endpoint Protection Manager.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Attack: Advantech WebAccess SCADA Webvrpcs ViewDll1 Buffer Overflow Exploit	This signature detects attempts to cause a stack buffer overflow in the webvrpcs ViewDll1 Service on installations of Advantech WebAccess.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Zyxel Router Command Injection	This signature detects attempts to exploit an unauthenticated command injection vulnerability in Zyxel router.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: ZXV10 Router Remote Code Execution	This signature detects attempts to exploit a remote code execution vulnerability in ZXV10 router.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Zoom Client Security ByPass CVE-2019-13450	This signature detects attempts to exploit a security bypass vulnerability in Zoom client.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: ZyNOS Information Disclosure	This signature detects attempts to exploit an information disclosure vulnerability in ZyNOS.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: zBlog Authenticated PHP Code Execution	This signature detects the attempt to exploit PHP Code Execution vulnerability on the affected machine.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: YonYou Ufmail File Upload Vulnerability	This signature detects attempts to exploit a file upload vulnerability in YonYou Ufmail.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: X97M.Laroux Download 2	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Zenworks Cnfg Mgmt RCE	This signature detects attempt to exploit an remote code execution vulnerability in Zenworks Configuration Management	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: XMPlay Playlist ASX	This signature detects an attempt to exploit a buffer overflow vulnerability in XMPlay which may result in remote code execution.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: X360 VideoPlayer ActiveX BO	Remote attackers can exploit this issue to execute arbitrary code in the context of the affected application.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: X7 Chat PHP Remote Code Execution	This signature detects attempts of leveraging a vulnerability in X7 Chat which could lead to arbitrary PHP code execution.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress XML-RPC Brute Force	This signature detects WordPress XML-RPC brute force attempts or DOS attacks.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress XMLRPC Malicious Pingback Request	This signature detects WordPress XML-RPC brute force attempts or DOS attacks.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: XML External Entity Attack	This signatures attempts to exploit a XML External Entity attack.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress WP Database Backup Plugin OS Command Injection	This signature detects the attempt to exploit OS Command Injection vulnerability on the affected machine.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress WooCommerce Plugin LFI	This signature detects attempts to exploit a local file inclusion vulnerability in WorPress WooCommerce Plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Ultimate Member Plugin CVE-2018-0587	This signature detects attempts to exploit an unrestricted file upload vulnerability in WordPress Ultimate Member plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WPScan Tool Activity	This signature detects WPScan vulnerability scanner tool activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Wordpress WP-Mon Arbitrary Download	This signature detects attempts to exploit a directory traversal vulnerability in WordPress WP-Mon plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Wordpress Ultimate Form Builder CVE-2017-15919	This signature detects attempts to exploit a SQL Injection vulnerability in WordPress Ultimate Form Builder.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Travel Management Plugin CVE-2019-15773	This signature detects the attempt to exploit Unauthenticated Options Change vulnerability on the affected machine.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Symposium Plugin Shell Upload	This signature detects attempts to exploit a file upload vulnerability in WordPress Symposium plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Social Warfare Plugin XSS 2	This signature detects attempts to exploit a XSS vulnerability in WordPress Social Warfare plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Plugin XSS Attempt 2	This signature detects attempts to exploit XSS vulnerabilities in various WordPress plugins.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Social Warfare Plugin XSS	This signature detects attempts to exploit a XSS vulnerability in WordPress Social Warfare plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Plugin XSS Attempt	This signature detects attempts to exploit XSS vulnerabilities in various WordPress plugins.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress REST API Content Injection	This signature detects attempts to exploit a content injection vulnerability in WordPress.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Xiongmai UC HTTPD BO CVE-2018-10088	This signature detects attempts to exploit a buffer overflow vulnerability in XiongMai uc-httpd.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Remote Code Execution CVE-2019-8942	This signature detects attempts to exploit a remote code execution vulnerability in WordPress.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Plugins Unauthorized Access	This signature detects the attempt to bypass the security mechanism and gain unauthorized access. This may lead to further attacks.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress OpinionStage Plugin Cross Site Scripting	This signature detects the attempt to exploit Cross Site Scripting vulnerability on the affected machine.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Ninja Forms SQL Injection	This signature detects attempts to exploit a SQL Injection vulnerability in Ninja Forms.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress LearnDash LMS Arbitrary File Upload	This signature detects attempts to exploit an arbitrary file upload vulnerability in WordPress LearnDash LMS plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Mobile-Detector Arbitrary File Upload	This signature detects attempts to exploit an arbitrary file upload vulnerability in WordPress Mobile-Detector plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Wordpress RevSlider/ShowBiz Security ByPass CVE-2014-9735	This signature detects attempts to exploit a security bypass vulnerability in Slider Revolution Responsive/Showbiz Pro Responsive Teaser plugins.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Plugin Path Traversal Attempt	This signature detects attempts to exploit Path Traversal vulnerability in various WordPress plugins.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress MarketPlace Arbitrary File Upload	This signature detects attempts to exploit an arbitrary file upload vulnerability in WordPress Marketplace plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress GDPR Compliance Plugin CVE-2018-19207	This signature detects attempts to exploit a privilege escalation vulnerability in WordPress GDPR compliance plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Fancybox Plugin Shell Upload	This signature detects attempts to exploit a file upload vulnerability in WordPress Symposium plugin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Fake Plugin Activity	This signature detects Fake WordPress plugin activity on WordPress websites.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Infusionsoft CVE-2014-6446	This signature detects attempts of leveraging multiple vulnerabilities in WordPress Infusionsoft Gravity Forms Plugin which could lead to remote code execution.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Directory Traversal CVE-2018-12895	This signature detects attempts to exploit a directory traversal vulnerability in WordPress.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Wordpress DOS CVE-2018-6389	This signature detects attempts to exploit a denial of service vulnerability in Wordpress.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Wordpress Arbitrary File Download CVE-2003-1599	This signature detects HTTP requests that attempt to exploit a remote file include vulnerability in the Wordpress links.all.php script.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Coming Soon & Maintenance Mode Plugin XSS	This signature detects attempts to exploit a Cross Site Scripting vulnerability in WordPress Coming Soon and Maintenance Mode plugins.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WordPress Gravity Forms WebShell Access	This signature detects attempts to access webshell post exploitation of an arbitrary file upload vulnerability in WordPress Gravity Forms.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Wordpress Arbitrary File Download 4	This signature detects attempts to exploit arbitrary file download vulnerability in WordPress sites through vulnerable Themes and Plugins.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Wordpress Arbitrary File Download 3	This signature detects HTTP requests that attempt to exploit a remote file include vulnerability in the Wordpress links.all.php script.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WinRAR CVE-2018-20250 Download	This signature detects the attempt to execute arbitrary code in the context of the user running the affected application.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Wing FTP Server Authenticated CMD Exec	This signature detects attempts of leveraging vulnerability in Wing FTP Server to execute command of affected system.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Windows Media Center RCE CVE-2015-2509	This signature detects the attempts to exploit a vulnerability in Windows Media Center.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Windows Sharepoint Svc Spoofing	This signature detects an attempt to exploit a spoofing attack in MS Windows Sharepoint Services.	Severity: Medium	This attack could pose a moderate security threat. It does not require immediate action.
Web Attack: Windows Media Center Information Disclosure Vulnerability 2	This signature detects attempts to execute arbitrary code on vulnerable Windows Media Center. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WooCommerce WordPress Plugin Code Injection	This signature detects attempts to exploit code injection vulnerability in WordPress plugins.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Windows VBScript Engine RCE CVE-2018-8544	This signature detects attempts to execute arbitrary code in the context of the current user. Failed exploit attempts will likely cause a denial-of-service condition.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Windows Media Center Information Disclosure Vulnerability	This signature detects attempts to execute arbitrary code on vulnerable Windows Media Center. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Windows Library Loading RCE	This signature detects attempts to execute arbitrary code on vulnerable Microsoft Windows. The vulnerabilities could allow remote code execution if an attacker accesses a local system and runs a specially crafted application.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WiMAX CPE Authentication Bypass	This signature detects attempts to exploit an authentication bypass vulnerability in WiMAX CPEs.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WibuKey Runtime ActiveX Control BO	This signature attempts to detect a stack buffer overflow vulnerability in WibuKey Runtime ActiveX Control which may lead to execution of arbitrary code.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WifiCam Information Disclosure	This signature detects attempts to exploit a information disclosure vulnerability in WifiCam devices.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WebViewFolderIcon SetSlice CVE-2006-4690	This signature detects websites setting the setSlice value to a very large value in an attempt to exploit a buffer-overflow vulnerability in Internet Explorer.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WMF Metahdr FileSize Int. Overflow	This signature detects attempts to exploit an integer overflow vulnerability by sending a malformed WMF file.	Severity: Medium	This attack could pose a moderate security threat. It does not require immediate action.
Web Attack: Whitehole Exploit Kit Download	This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Web Shell Download	This signature detects PHP shell uploads and PHP shell commands sent to web servers.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Web Shell Download 2	This signature detects PHP shell uploads and PHP shell commands sent to web servers.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Western Digital MyCloud CVE-2017-17560	This signature detects attempts to exploit an unauthorized file upload vulnerability in Western Digital MyCloud devices.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WellingTech KingSCADA CVE-2013-2827	This signature detects an attempt of exploiting a vulnerability of 'kxClientDownload.ocx' ActiveX control in KingSCADA to download an arbitrary .dll file and leading to arbitrary code execution.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Webmin Arbitrary Command Injection CVE-2019-12840	This signature detects the attempt to exploit Arbitrary Command Injection vulnerability on the affected products.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WebDAV Write Access Code Execution	This signature detects attempts to upload malicious content using WebDAV.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Webmin Remote Code Execution CVE-2019-15107	This signature detects the attempt to exploit a remote code execution vulnerability in Webmin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Webkit CVE-2017-2547	This signature detects the attempt to exploit Memory Corruption vulnerability on the affected machine.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Watermark Master CVE-2013-6935	This signature detects attempts of leveraging buffer overflow vulnerability in Watermark Master which may lead to arbitrary code execution.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Webkit Memory Corruption Activity	This signature detects the attempt to execute arbitrary code in the context of the user running the application. Failed exploit attempts may result in a denial-of-service condition.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W97M.Downloader Payload Download	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: WD MyCloud NAS Backdoor	This signature detects attempts to connect to Western Digital MyCloud device using backdoor account.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W97M.Downloader Download 2	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W97M.Downloader Download 4	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W97M.Downloader Download	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W97M.Downloader Download 6	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W97M.Downloader Download 10	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W32.Ramnit Attack 4	A Web based attack relating to W32.Ramnit has been blocked. Opening infected page may result in compromise of the host machine.  No further action is required, but you may wish to update your virus definitions and run a full system scan as a precautionary measure.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W32.Clampi Download Attempt	This signature detects a connection to a remote server which may download further updates or threats on the target computer.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W97M.Downloader Download 7	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: VUPlayer Cue File	This signature detects attempts to exploit a buffer-overflow vulnerability in the VUPlayer.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: W97M.Downloader Download 8	This signature is to detect W97M.Downloader activity.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: VMware SD Wan Edge RCE CVE-2018-6961	This signature detects attempts to exploit a command injection vulnerability in VMware SD-Wan Edge.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: vtiger CRM AddEmailAttachment CVE-2013-3214	This signature detects an attempt of leveraging a code injection vulnerability of vtiger CRM which may lead to execute arbitrary server-side script code on an affected computer with the privileges of the affected application.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: VLC Media Player MKV File CVE-2011-0531	This signature detects attempts to a remote code execution vulnerability while processing crafted MKV files through VLC Media Player application.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: VLC Media Player BO CVE-2012-1775	This signature detects an attempt to exploit a buffer overflow vulnerability in VLC media player.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Visual Mining Netcharts CVE-2014-8516	This signature detects attempts of leveraging a vulnerability in Visual Mining NetCharts Server which could lead to system compromise.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: VLC Media Player RTSP CVE-2013-6934	This signature detects attempts of exploiting buffer overflow in LIVE555 Streaming Media 'parseRTSPRequestString()' Function.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: vBulletin Remote File Inclusion	This signature detects attempts to exploit a remote file inclusion vulnerability in vBulletin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Vivotek Camera Command Injection CVE-2017-9828	This signature detects attempts to exploit a command injection vulnerability in Vivotek network camera.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: VMware Directory Traversal CVE-2009-3733	This signature detects a directory traversal vulnerability in VMware products.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: vBulletin Remote Code Execution CVE-2019-16759	This signature detects the attempt to exploit a remote code execution vulnerability in vBulletin.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Venom Website 3	This signature detects Venom attack that allows the remote attacker to perform various malicious actions on the compromised computer.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Up.Time Monitoring Station post2file.php Arbitrary File Upload	This signature detects an attempt of leveraging an arbitrary file upload vulnerability in up.time Monitoring module which could result in arbitrary code execution.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Extension or Scam Sites Redirection 6	This signature detects websites leading users to install unwanted browser extensions and scam sites.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Vacron NVR Remote Code Execution	This signature detects attempts to exploit a remote code execution vulnerability in DVR/NVR devices.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Extension or Scam Sites Redirection	This signature detects websites leading users to install unwanted browser extensions and scam sites.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: VLC Media Player RealText Subtitle CVE-2008-5036	This signature detects a stack-based buffer-overflow vulnerability in the VLC media player.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Browser Notification Website 7	This signature detects websites leading users to sites which force users to subscribe to unwanted browser notifications.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Browser Notification Website 22	This signature detects websites leading users to sites which force users to subscribe to unwanted browser notifications.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Extension or Scam Sites Redirection 3	This signature detects websites leading users to install unwanted browser extensions and scam sites.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Browser Notification Website 4	This signature detects websites leading users to install unwanted browser extensions and scam sites.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Browser Notification Website 8	This signature detects websites leading users to sites which force users to subscribe to unwanted browser notifications.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Browser Notification Website 23	This signature detects websites leading users to sites which force users to subscribe to unwanted browser notifications.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Browser Notification Website 20	This signature detects websites leading users to sites which force users to subscribe to unwanted browser notifications.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
Web Attack: Unwanted Browser Notification Website 2	This signature detects websites leading users to sites which force users to subscribe to unwanted browser notifications.	Severity: High	This attack could pose a serious security threat. You should take immediate action to stop any damage or prevent further damage from happening.
